,g-city,g-rent,g-surf,g-rooms,t-city,t-max-rent,t-surf-min,t-rooms
13030,Köln,520 €,34 m²,1,Köln,1.000 €,45 m²,2
13031,Köln,580 €,68 m²,"2,5",Köln,1.200 €,70 m²,3
13032,Köln,470 €,38 m²,1,Köln,615 €,38 m²,1
13033,Köln,1330 €,70 m²,2,Köln,800 €,40 m²,2
13034,Köln,720 €,60 m²,2,Köln,1.400 €,75 m²,3
13035,Köln,680 €,65 m²,2,Köln,850 €,50 m²,2
13036,Köln,770 €,58 m²,2,Köln,1.000 €,60 m²,"2,5"
13037,Köln,775 €,64 m²,3,Köln,1.800 €,75 m²,"3,5"
13038,Köln,950 €,65 m²,2,Köln,2.000 €,60 m²,2
13039,Köln,950 €,92 m²,4,50823,90 m²,4,"Balkon/Terrasse, Garten/-mitnutzung, Keller, Haustiere erlaubt, Parkett, Loft, Maisonette, Penthouse, …+6"
13040,Köln,560 €,59 m²,2,Köln,900 €,45 m²,2
13041,Köln,1410 €,94 m²,3,Köln,1.200 €,70 m²,3
13042,Köln,630 €,58 m²,"2,5",Berlin,900 €,70 m²,3
13043,Köln,700 €,65 m²,2,Köln,1.100 €,80 m²,3
13044,Köln,320 €,32 m²,"1,5",Köln,1.200 €,65 m²,"2,5"
13045,Köln,320 €,25 m²,1,Köln,600 €,29 m²,1
13046,Köln,590 €,55 m²,"2,5",Köln,1.300 €,70 m²,3
13047,Köln,750 €,68 m²,2,Köln,1.300 €,80 m²,"2,5"
13048,Köln,750 €,45 m²,1,Köln,2.000 €,70 m²,3
13049,Köln,760 €,62 m²,2,Köln,950 €,69 m²,3
13050,Köln,330 €,26 m²,1,Berlin,700 €,22 m²,1
13051,Köln,450 €,30 m²,1,Köln,1.000 €,65 m²,"2,5"
13052,Köln,530 €,42 m²,"1,5",50931,55 m²,2,Balkon/Terrasse
13053,Köln,400 €,32 m²,2,Köln,650 €,40 m²,2
13054,Köln,470 €,30 m²,1,Berlin,700 €,18 m²,1
13055,Köln,700 €,58 m²,2,Köln,850 €,70 m²,3
13056,Köln,650 €,53 m²,2,Köln,500 €,35 m²,"1,5"
13057,Köln,540 €,30 m²,1,Köln,1.500 €,40 m²,3
13058,Köln,620 €,50 m²,"2,5",Berlin,900 €,30 m²,1
13059,Köln,930 €,88 m²,3,Berlin,1.000 €,75 m²,3
13060,Köln,1000 €,58 m²,"2,5",Köln,1.100 €,60 m²,3
13061,Köln,800 €,48 m²,2,Köln,1.800 €,75 m²,"2,5"
13062,Köln,910 €,93 m²,4,Köln,1.000 €,50 m²,1
13063,Köln,770 €,60 m²,3,Köln,600 €,30 m²,1
13064,Köln,890 €,61 m²,2,Berlin,2.000 €,20 m²,1
13065,Köln,700 €,68 m²,2,Frechen,1.200 €,60 m²,2
13066,Köln,560 €,42 m²,1,Köln,650 €,40 m²,2
13067,Köln,335 €,29 m²,1,Berlin,400 €,20 m²,1
13068,Köln,1280 €,80 m²,2,Düsseldorf,1.200 €,60 m²,2
13069,Köln,650 €,40 m²,"1,5",Köln,1.000 €,55 m²,2
13070,Köln,525 €,38 m²,"1,5",Köln,2.000 €,50 m²,2
13071,Köln,500 €,22 m²,1,Berlin,1.000 €,40 m²,2
13072,Köln,500 €,45 m²,2,Köln,800 €,40 m²,1
13073,Köln,340 €,40 m²,2,Berlin,800 €,30 m²,"1,5"
13074,Köln,870 €,60 m²,3,Köln,1.000 €,70 m²,"3,5"
13075,Köln,950 €,70 m²,2,Köln,700 €,55 m²,2
13076,Köln,825 €,65 m²,2,Köln,1.000 €,70 m²,3
13077,Köln,610 €,73 m²,3,Köln,720 €,80 m²,3
13078,Köln,290 €,27 m²,1,Köln,1.100 €,60 m²,2
13079,Köln,1300 €,88 m²,4,Köln,1.000 €,65 m²,2
13080,Köln,980 €,86 m²,3,Köln,3.000 €,110 m²,3
13081,Köln,440 €,38 m²,2,Köln,500 €,25 m²,1
13082,Köln,625 €,78 m²,3,Köln,1.100 €,100 m²,4
13083,Köln,1246 €,88 m²,3,Düsseldorf,2.000 €,80 m²,3
13084,Köln,490 €,48 m²,"1,5",Köln,800 €,70 m²,3
13085,Köln,1000 €,86 m²,"3,5",Köln,1.200 €,120 m²,5
13086,Köln,610 €,50 m²,2,Köln,500 €,40 m²,1
13087,Köln,686 €,55 m²,2,Köln,800 €,50 m²,1
13088,Köln,575 €,50 m²,"2,5",Köln,600 €,40 m²,2
13089,Köln,550 €,60 m²,2,Köln,550 €,50 m²,2
13090,Köln,398 €,32 m²,1,Köln,750 €,40 m²,"1,5"
13091,Köln,430 €,38 m²,1,Köln,900 €,50 m²,"1,5"
13092,Köln,765 €,65 m²,3,Köln,1.000 €,65 m²,1
13093,Köln,365 €,30 m²,1,Köln,850 €,50 m²,2
13094,Köln,899 €,93 m²,3,Köln,1.888 €,101 m²,4
13095,Köln,400 €,57 m²,2,Köln,1.000 €,80 m²,3
13096,Köln,1250 €,105 m²,4,Köln,1.500 €,120 m²,4
13097,Köln,610 €,65 m²,"2,5",Köln,2.000 €,80 m²,3
13098,Köln,750 €,50 m²,2,Köln,900 €,50 m²,3
13099,Köln,600 €,50 m²,2,Köln,1.900 €,70 m²,3
13100,Köln,560 €,61 m²,3,Köln,1.000 €,65 m²,"2,5"
13101,Köln,450 €,48 m²,1,Köln,700 €,40 m²,1
13102,Köln,280 €,30 m²,"1,5",Köln,500 €,35 m²,1
13103,Köln,650 €,42 m²,1,Düsseldorf,800 €,40 m²,2
13104,Köln,1024 €,57 m²,2,Köln,1.000 €,60 m²,"2,5"
13105,Köln,630 €,49 m²,2,Köln,800 €,50 m²,2
13106,Köln,890 €,75 m²,3,Köln,2.200 €,80 m²,4
13107,Köln,480 €,42 m²,2,Köln,900 €,40 m²,"1,5"
13108,Köln,350 €,28 m²,1,Köln,1.000 €,45 m²,2
13109,Köln,750 €,86 m²,3,Köln,1.600 €,100 m²,4
13110,Köln,505 €,38 m²,"1,5",Köln,700 €,25 m²,1
13111,Köln,760 €,55 m²,3,Köln,650 €,30 m²,2
13112,Köln,666 €,74 m²,3,Köln,1.200 €,80 m²,3
13113,Köln,750 €,60 m²,2,Köln,1.000 €,70 m²,3
13114,Köln,1500 €,82 m²,3,Köln,1.000 €,45 m²,2
13115,Köln,1300 €,85 m²,"3,5",Köln,2.500 €,90 m²,"3,5"
13116,Köln,1050 €,76 m²,3,Köln,1.000 €,70 m²,3
13117,Köln,640 €,53 m²,2,Köln,800 €,60 m²,"2,5"
13118,Köln,500 €,38 m²,"1,5",Köln,1.200 €,50 m²,"2,5"
13119,Köln,450 €,45 m²,"1,5",Köln,1.800 €,60 m²,2
13120,Köln,360 €,23 m²,1,Köln,900 €,45 m²,2
13121,Köln,350 €,36 m²,"1,5",Köln,700 €,40 m²,2
13122,Köln,780 €,54 m²,2,Köln,1.500 €,60 m²,3
13123,Köln,620 €,49 m²,3,Köln,1.000 €,60 m²,2
13124,Köln,320 €,33 m²,1,Köln,650 €,45 m²,2
13125,Köln,1045 €,85 m²,4,Köln,2.200 €,120 m²,5
13126,Köln,1600 €,119 m²,4,Köln,1.600 €,120 m²,5
13127,Köln,760 €,67 m²,2,Köln,1.000 €,60 m²,3
13128,Köln,900 €,60 m²,"2,5",Köln,1.250 €,75 m²,2
13129,Köln,730 €,50 m²,2,Köln,1.800 €,75 m²,3
13130,Köln,390 €,35 m²,1,Köln,600 €,10 m²,398 € | 1 Zi. | 32 m²
13131,Köln,760 €,34 m²,1,Berlin,1.000 €,30 m²,1
13132,Köln,850 €,67 m²,3,Köln,1.300 €,80 m²,3
13133,Köln,950 €,64 m²,"2,5",Köln,800 €,55 m²,2
13134,Köln,610 €,58 m²,2,Köln,1.600 €,65 m²,2
13135,Köln,1000 €,75 m²,3,Köln,1.800 €,75 m²,3
13136,Köln,500 €,45 m²,"1,5",Köln,950 €,60 m²,"2,5"
13137,Köln,840 €,50 m²,1,Köln,600 €,25 m²,1
13138,Köln,950 €,80 m²,4,50670,120 m²,"4,5","Balkon/Terrasse, Garten/-mitnutzung, Parkett, Stein, Holz/Dielen, Terracotta"
13139,Köln,880 €,59 m²,2,Köln,1.000 €,55 m²,2
13140,Köln,700 €,78 m²,2,Köln,750 €,40 m²,"1,5"
13141,Köln,980 €,98 m²,4,Köln,700 €,65 m²,3
13142,Köln,530 €,38 m²,"1,5",Köln,700 €,50 m²,2
13143,Köln,420 €,35 m²,1,Köln,1.100 €,40 m²,"1,5"
13144,Köln,550 €,68 m²,2,Köln,1.200 €,100 m²,4
13145,Köln,670 €,55 m²,2,Köln,1.500 €,80 m²,3
13146,Köln,650 €,42 m²,2,Köln,800 €,35 m²,2
13147,Köln,560 €,45 m²,1,Köln,800 €,45 m²,"1,5"
13148,Köln,620 €,50 m²,2,Köln,1.000 €,65 m²,3
13149,Köln,1050 €,95 m²,2,Berlin,1.500 €,65 m²,1
13150,Köln,564 €,50 m²,2,Köln,450 €,40 m²,1
13151,Köln,742 €,61 m²,3,Köln,1.095 €,75 m²,4
13152,Köln,880 €,56 m²,2,Köln,1.000 €,60 m²,3
13153,Köln,435 €,38 m²,1,Köln,750 €,42 m²,2
13154,Köln,870 €,92 m²,3,Köln,1.500 €,95 m²,4
13155,Köln,600 €,47 m²,2,Köln,1.000 €,35 m²,"1,5"
13156,Köln,670 €,40 m²,1,Köln,2.100 €,70 m²,"2,5"
13157,Köln,1000 €,96 m²,3,Köln,750 €,55 m²,2
13158,Köln,900 €,75 m²,"2,5",Köln,650 €,35 m²,"1,5"
13159,Köln,600 €,63 m²,2,Düsseldorf,1.200 €,70 m²,3
13160,Köln,595 €,45 m²,2,Köln,1.700 €,60 m²,3
13161,Köln,550 €,35 m²,1,Köln,1.800 €,60 m²,2
13162,Köln,1400 €,85 m²,3,Köln,1.700 €,100 m²,"3,5"
13163,Köln,450 €,35 m²,2,Köln,1.300 €,50 m²,2
13164,Köln,590 €,40 m²,2,Köln,1.300 €,60 m²,2
13165,Köln,470 €,40 m²,"1,5",Köln,950 €,50 m²,2
13166,Köln,600 €,64 m²,2,Köln,1.200 €,75 m²,3
13167,Köln,650 €,50 m²,"1,5",Berlin,1.500 €,70 m²,"2,5"
13168,Köln,360 €,27 m²,1,Köln,800 €,40 m²,1
13169,Köln,1000 €,85 m²,"3,5",Köln,1.200 €,85 m²,4
13170,Köln,419 €,41 m²,1,Köln,700 €,32 m²,1
13171,Köln,2350 €,135 m²,4,Köln,1.400 €,50 m²,2
13172,Köln,560 €,39 m²,2,Köln,1.400 €,45 m²,2
13173,Köln,390 €,40 m²,"1,5",Köln,850 €,50 m²,2
13174,Köln,450 €,40 m²,1,Köln,1.200 €,80 m²,"3,5"
13175,Köln,548 €,50 m²,2,Berlin,1.300 €,75 m²,"2,5"
13176,Köln,492 €,70 m²,3,Köln,850 €,75 m²,4
13177,Köln,900 €,92 m²,4,Köln,800 €,55 m²,2
13178,Köln,900 €,55 m²,2,Berlin,1.000 €,50 m²,"1,5"
13179,Köln,430 €,26 m²,1,Köln,950 €,60 m²,2
13180,Köln,480 €,25 m²,1,München,700 €,15 m²,1
13181,Köln,550 €,55 m²,"2,5",Köln,1.500 €,60 m²,2
13182,Köln,450 €,50 m²,2,Köln,700 €,50 m²,2
13183,Köln,680 €,40 m²,"1,5",Köln,1.300 €,60 m²,2
13184,Köln,600 €,49 m²,2,Köln,1.000 €,75 m²,3
13185,Köln,603 €,55 m²,2,Köln,3.000 €,70 m²,"1,5"
13186,Köln,1080 €,73 m²,3,Köln,2.500 €,85 m²,3
13187,Köln,680 €,65 m²,2,Bonn,1.000 €,55 m²,2
13188,Köln,1100 €,63 m²,"2,5",Köln,1.500 €,20 m²,1
13189,Köln,1000 €,90 m²,3,Köln,2.000 €,90 m²,4
13190,Köln,750 €,62 m²,2,Köln,1.400 €,75 m²,1
13191,Köln,400 €,17 m²,1,Köln,700 €,25 m²,1
13192,Köln,495 €,42 m²,2,Solingen,700 €,40 m²,2
13193,Köln,890 €,59 m²,2,Köln,900 €,45 m²,"1,5"
13194,Köln,1456 €,91 m²,3,Köln,1.700 €,100 m²,4
13195,Köln,500 €,36 m²,2,Köln,700 €,47 m²,2
13196,Köln,740 €,58 m²,3,Köln,1.300 €,80 m²,3
13197,Köln,640 €,52 m²,2,Köln,1.000 €,48 m²,2
13198,Köln,500 €,45 m²,"1,5",Köln,900 €,65 m²,3
13199,Köln,780 €,39 m²,"1,5",Köln,1.700 €,60 m²,"2,5"
13200,Köln,1050 €,73 m²,3,Köln,800 €,45 m²,2
13201,Köln,800 €,74 m²,3,Köln,1.400 €,95 m²,4
13202,Köln,700 €,47 m²,2,Köln,1.200 €,65 m²,3
13203,Köln,800 €,79 m²,3,Köln,1.200 €,90 m²,3
13204,Köln,560 €,36 m²,2,Köln,780 €,35 m²,"1,5"
13205,Köln,535 €,35 m²,1,Köln,1.200 €,60 m²,3
13206,Köln,333 €,26 m²,1,Köln,700 €,37 m²,"1,5"
13207,Köln,800 €,60 m²,3,Köln,400 €,35 m²,"1,5"
13208,Köln,750 €,64 m²,3,Köln,1.500 €,85 m²,3
13209,Köln,900 €,70 m²,2,Köln,2.000 €,85 m²,3
13210,Köln,360 €,40 m²,"1,5",Köln,1.350 €,40 m²,"1,5"
13211,Köln,253 €,25 m²,2,Köln,500 €,1 m²,"Balkon/Terrasse, Einbauküche, Badewanne"
13212,Köln,300 €,22 m²,1,Köln,2.000 €,40 m²,"1,5"
13213,Köln,630 €,40 m²,2,Köln,1.300 €,70 m²,"2,5"
13214,Köln,1350 €,115 m²,5,Köln,1.300 €,95 m²,4
13215,Köln,360 €,22 m²,1,Köln,500 €,25 m²,1
13216,Köln,1050 €,80 m²,3,Köln,2.100 €,110 m²,4
13217,Köln,350 €,30 m²,1,Köln,800 €,30 m²,"1,5"
13218,Köln,640 €,50 m²,2,Köln,1.000 €,65 m²,3
13219,Köln,670 €,54 m²,"2,5",Köln,900 €,70 m²,3
13220,Köln,360 €,27 m²,1,Köln,850 €,30 m²,1
13221,Köln,630 €,50 m²,2,Köln,1.500 €,70 m²,3
13222,Köln,550 €,60 m²,2,Köln,600 €,60 m²,4
13223,Köln,475 €,35 m²,1,Köln,700 €,40 m²,2
13224,Köln,950 €,60 m²,3,Köln,1.700 €,75 m²,4
13225,Köln,630 €,65 m²,3,Köln,1.200 €,78 m²,"3,5"
13226,Köln,460 €,50 m²,2,Köln,1.100 €,45 m²,"1,5"
13227,Köln,600 €,36 m²,"1,5",Köln,950 €,60 m²,"2,5"
13228,Köln,570 €,42 m²,2,Köln,900 €,45 m²,2
13229,Köln,600 €,55 m²,"2,5",Köln,1.200 €,60 m²,"2,5"
13230,Köln,500 €,45 m²,2,Köln,1.500 €,55 m²,"1,5"
13231,Köln,560 €,59 m²,2,Köln,1.100 €,70 m²,3
13232,Köln,550 €,45 m²,2,Köln,2.500 €,60 m²,"2,5"
13233,Köln,450 €,35 m²,"1,5",Köln,700 €,60 m²,2
13234,Köln,1250 €,70 m²,2,Köln,1.400 €,65 m²,1
13235,Köln,600 €,51 m²,2,Köln,1.000 €,45 m²,1
13236,Köln,525 €,39 m²,"1,5",Köln,1.300 €,60 m²,3
13237,Köln,1050 €,70 m²,2,Köln,10.000 €,1 m²,1
13238,Köln,450 €,40 m²,1,Köln,1.100 €,50 m²,2
13239,Köln,710 €,69 m²,3,Köln,1.500 €,90 m²,4
13240,Köln,550 €,62 m²,2,Köln,900 €,80 m²,3
13241,Köln,550 €,42 m²,2,Köln,900 €,60 m²,"2,5"
13242,Köln,1400 €,94 m²,4,Bonn,1.900 €,110 m²,4
13243,Köln,665 €,62 m²,2,Köln,450 €,35 m²,1
13244,Köln,460 €,40 m²,1,Köln,500 €,45 m²,"1,5"
13245,Köln,800 €,60 m²,2,Köln,1.200 €,85 m²,3
13246,Köln,1200 €,91 m²,4,Köln,700 €,45 m²,"1,5"
13247,Köln,850 €,63 m²,2,Köln,550 €,30 m²,"1,5"
13248,Köln,495 €,38 m²,2,Köln,700 €,45 m²,2
13249,Köln,2400 €,140 m²,"4,5",Köln,500 €,30 m²,1
13250,Köln,1150 €,85 m²,4,Köln,650 €,50 m²,"1,5"
13251,Köln,640 €,69 m²,2,50825,90 m²,"3,5","Garten/-mitnutzung, Badewanne"
13252,Köln,750 €,65 m²,"2,5",Münster,1.050 €,70 m²,3
13253,Köln,600 €,52 m²,2,Köln,1.500 €,60 m²,3
13254,Köln,550 €,43 m²,"1,5",Köln,800 €,50 m²,2
13255,Köln,1100 €,70 m²,3,Köln,1.600 €,80 m²,3
13256,Köln,575 €,54 m²,2,Köln,600 €,60 m²,3
13257,Köln,860 €,59 m²,2,Köln,1.000 €,65 m²,"2,5"
13258,Köln,1600 €,102 m²,"2,5",Köln,2.000 €,100 m²,"3,5"
13259,Köln,680 €,40 m²,2,Köln,900 €,40 m²,2
13260,Köln,1500 €,89 m²,4,Köln,1.500 €,89 m²,3
13261,Köln,1355 €,65 m²,"2,5",Köln,1.600 €,80 m²,3
13262,Köln,238 €,17 m²,1,Köln,800 €,30 m²,1
13263,Köln,530 €,62 m²,2,Köln,500 €,30 m²,"1,5"
13264,Köln,1200 €,99 m²,3,Köln,1.300 €,100 m²,4
13265,Köln,670 €,50 m²,2,Köln,1.200 €,60 m²,"2,5"
13266,Köln,550 €,50 m²,2,Köln,950 €,70 m²,3
13267,Köln,950 €,81 m²,"3,5",Köln,1.900 €,120 m²,4
13268,Köln,890 €,81 m²,2,Berlin,2.000 €,60 m²,2
13269,Köln,990 €,80 m²,3,Köln,990 €,65 m²,"2,5"
13270,Köln,820 €,62 m²,3,Köln,1.100 €,70 m²,3
13271,Köln,590 €,46 m²,2,Köln,2.000 €,60 m²,3
13272,Köln,470 €,40 m²,1,Köln,1.500 €,50 m²,2
13273,Köln,580 €,52 m²,2,Köln,1.300 €,70 m²,3
13274,Köln,720 €,85 m²,3,Köln,1.200 €,100 m²,4
13275,Köln,590 €,55 m²,2,Köln,900 €,75 m²,3
13276,Köln,586 €,52 m²,2,Köln,2.000 €,100 m²,4
13277,Köln,1290 €,93 m²,3,Köln,2.000 €,100 m²,4
13278,Köln,680 €,52 m²,2,Köln,1.000 €,70 m²,3
13279,Köln,600 €,54 m²,2,Köln,1.100 €,64 m²,3
13280,Köln,800 €,80 m²,"3,5",Köln,1.800 €,80 m²,3
13281,Köln,1300 €,100 m²,"3,5",Köln,1.000 €,50 m²,2
13282,Köln,1300 €,67 m²,3,Köln,1.600 €,80 m²,4
13283,Köln,670 €,42 m²,2,Köln,1.000 €,50 m²,3
13284,Köln,680 €,54 m²,2,Köln,1.500 €,60 m²,3
13285,Köln,1200 €,89 m²,4,Köln,1.850 €,100 m²,4
13286,Köln,580 €,69 m²,3,Köln,850 €,45 m²,2
13287,Köln,864 €,64 m²,3,Köln,850 €,45 m²,2
13288,Köln,1335 €,112 m²,4,Köln,1.400 €,90 m²,"3,5"
13289,Köln,1000 €,70 m²,3,Köln,1.000 €,60 m²,2
13290,Köln,270 €,23 m²,1,Köln,1.200 €,40 m²,3
13291,Köln,600 €,70 m²,3,köln,800 €,45 m²,2
13292,Köln,600 €,52 m²,3,Köln,1.000 €,75 m²,3
13293,Köln,1100 €,100 m²,"3,5",Köln,900 €,60 m²,3
13294,Köln,1300 €,120 m²,"3,5",Köln,1.600 €,80 m²,4
13295,Köln,270 €,23 m²,1,Köln,1.200 €,45 m²,2
13296,Köln,460 €,30 m²,1,Köln,1.200 €,40 m²,1
13297,Köln,380 €,30 m²,1,Köln,1.100 €,50 m²,1
13298,Köln,407 €,20 m²,1,Köln,1.500 €,60 m²,2
13299,Köln,645 €,65 m²,3,Köln,1.200 €,85 m²,4
13300,Köln,830 €,59 m²,2,Köln,1.100 €,55 m²,2
13301,Köln,580 €,30 m²,2,Berlin,2 €,20 m²,1
13302,Köln,700 €,80 m²,3,Köln,400 €,20 m²,1
13303,Köln,525 €,42 m²,1,Köln,1.300 €,55 m²,3
13304,Köln,900 €,70 m²,2,Köln,700 €,40 m²,1
13305,Köln,530 €,33 m²,1,Köln,1.300 €,50 m²,2
13306,Köln,471 €,32 m²,"1,5",Köln,1.200 €,40 m²,2
13307,Köln,780 €,65 m²,3,Köln,1.800 €,100 m²,4
13308,Köln,900 €,90 m²,"3,5",Köln,1.050 €,80 m²,3
13309,Köln,750 €,50 m²,2,Köln,620 €,60 m²,3
13310,Köln,600 €,60 m²,3,Köln,1.100 €,65 m²,2
13311,Köln,1080 €,85 m²,3,Köln,2.000 €,95 m²,"3,5"
13312,Köln,660 €,53 m²,2,Berlin,1.700 €,80 m²,3
13313,Köln,350 €,35 m²,1,Köln,1.000 €,40 m²,"1,5"
13314,Köln,471 €,32 m²,"1,5",Köln,1.200 €,40 m²,2
13315,Köln,430 €,25 m²,1,Köln,1.000 €,30 m²,2
13316,Köln,1000 €,85 m²,3,Köln,1.300 €,100 m²,"3,5"
13317,Köln,844 €,55 m²,2,Köln,1.000 €,70 m²,3
13318,Köln,680 €,49 m²,2,Köln,1.800 €,50 m²,2
13319,Köln,925 €,57 m²,2,Köln,1.000 €,70 m²,3
13320,Köln,900 €,80 m²,3,Köln,1.000 €,60 m²,2
13321,Köln,700 €,50 m²,2,Köln,600 €,35 m²,"1,5"
13322,Köln,760 €,60 m²,2,Köln,10.000 €,75 m²,3
13323,Köln,800 €,72 m²,"2,5",Köln,2.000 €,90 m²,"3,5"
13324,Köln,800 €,71 m²,"2,5",Köln,1.100 €,65 m²,"2,5"
13325,Köln,520 €,47 m²,"1,5",Köln,1.500 €,47 m²,2
13326,Köln,367 €,33 m²,1,Köln,650 €,33 m²,1
13327,Köln,750 €,70 m²,3,Ehrenfeld,1.200 €,80 m²,3
13328,Köln,1150 €,79 m²,"2,5",Köln,1.500 €,80 m²,3
13329,Köln,1050 €,70 m²,3,Köln,2.100 €,90 m²,4
13330,Köln,1200 €,69 m²,2,Köln,1.600 €,78 m²,3
13331,Köln,1150 €,115 m²,5,Wuppertal,800 €,60 m²,3
13332,Köln,499 €,73 m²,3,Köln,550 €,58 m²,2
13333,Köln,440 €,30 m²,1,Köln,700 €,40 m²,"1,5"
13334,Köln,910 €,62 m²,2,Köln,1.200 €,65 m²,"2,5"
13335,Köln,505 €,50 m²,2,Köln,400 €,30 m²,1
13336,Köln,720 €,61 m²,2,Köln,1.700 €,80 m²,3
13337,Köln,1210 €,90 m²,3,Köln,1.300 €,55 m²,"2,5"
13338,Köln,600 €,58 m²,2,Köln,900 €,60 m²,3
13339,Köln,1600 €,100 m²,4,Köln,1.100 €,80 m²,3
13340,Köln,650 €,45 m²,2,50674,70 m²,"2,5","Balkon/Terrasse, Garten/-mitnutzung"
13341,Köln,450 €,49 m²,2,Köln,750 €,70 m²,3
13342,Köln,850 €,74 m²,3,Köln,700 €,40 m²,100
13343,Köln,350 €,47 m²,2,Köln,450 €,40 m²,1
13344,Köln,1350 €,85 m²,3,50825,120 m²,4,1400 € | 3 Zi. | 90 m²
13345,Köln,1000 €,80 m²,3,Köln,850 €,40 m²,"1,5"
13346,Köln,700 €,70 m²,3,Hilden,1.600 €,90 m²,4
13347,Köln,570 €,36 m²,"1,5",Köln,500 €,34 m²,"1,5"
13348,Köln,720 €,60 m²,3,50823,80 m²,3,745 € | 3 Zi. | 54 m²
13349,Köln,770 €,40 m²,"1,5",Wien,800 €,30 m²,1
13350,Köln,395 €,32 m²,1,Köln,700 €,45 m²,2
13351,Köln,560 €,48 m²,2,Köln,1.809 €,55 m²,2
13352,Köln,720 €,50 m²,2,Köln,550 €,25 m²,1
13353,Köln,940 €,73 m²,3,Köln,1.000 €,58 m²,2
13354,Köln,320 €,28 m²,"1,5",Köln,1.600 €,65 m²,3
13355,Köln,1500 €,110 m²,"3,5",Köln,800 €,50 m²,2
13356,Köln,480 €,52 m²,2,Köln,900 €,48 m²,2
13357,Köln,500 €,45 m²,"1,5",Köln,1.100 €,50 m²,2
13358,Köln,1000 €,75 m²,3,Köln,2.000 €,90 m²,2
13359,Köln,500 €,42 m²,2,Köln,700 €,40 m²,"2,5"
13360,Köln,860 €,66 m²,"2,5",Köln,700 €,50 m²,1
13361,Köln,500 €,42 m²,2,Köln,900 €,50 m²,2
13362,Köln,800 €,65 m²,3,Köln,1.400 €,70 m²,4
13363,Köln,1400 €,105 m²,3,Köln,1.600 €,70 m²,4
13364,Köln,600 €,70 m²,3,Köln,1.800 €,80 m²,"3,5"
13365,Köln,800 €,54 m²,2,Köln,1.000 €,60 m²,"2,5"
13366,Köln,510 €,53 m²,2,Köln,800 €,65 m²,3
13367,Köln,450 €,53 m²,2,Berlin,650 €,50 m²,2
13368,Köln,980 €,68 m²,"2,5",Köln,1.200 €,75 m²,"2,5"
13369,Köln,1530 €,100 m²,4,Köln,1.800 €,90 m²,4
13370,Köln,798 €,80 m²,"3,5",Köln,750 €,40 m²,"1,5"
13371,Köln,970 €,75 m²,3,Köln,1.600 €,90 m²,3
13372,Köln,630 €,60 m²,3,600 € | 3 Zi. | 55 m²,656 € | 3 Zi. | 55 m²,645 € | 3 Zi. | 65 m²,N/A
13373,Köln,420 €,39 m²,"1,5",Köln,650 €,40 m²,2
13374,Köln,975 €,70 m²,2,Köln,1.200 €,80 m²,3
13375,Köln,570 €,60 m²,2,Köln,650 €,45 m²,2
13376,Köln,400 €,24 m²,1,Köln,550 €,25 m²,1
13377,Köln,750 €,60 m²,2,Köln,650 €,20 m²,2
13378,Köln,350 €,35 m²,1,Köln,850 €,40 m²,"2,5"
13379,Köln,690 €,55 m²,2,Köln,1.800 €,60 m²,2
13380,Köln,620 €,54 m²,2,Köln,1.100 €,70 m²,3
13381,Köln,852 €,71 m²,3,Köln,1.700 €,90 m²,4
13382,Köln,640 €,72 m²,3,Köln,550 €,40 m²,2
13383,Köln,510 €,54 m²,2,Köln,2.000 €,100 m²,4
13384,Köln,750 €,70 m²,2,Köln,1.200 €,90 m²,4
13385,Köln,530 €,46 m²,"2,5",Köln,1.500 €,80 m²,4
13386,Köln,1310 €,95 m²,3,Köln,1.300 €,90 m²,4
13387,Köln,520 €,45 m²,2,Köln,500 €,30 m²,1
13388,Köln,824 €,62 m²,2,Köln,1.500 €,75 m²,1
13389,Köln,359 €,47 m²,2,Köln,1.100 €,65 m²,3
13390,Köln,550 €,50 m²,2,Köln,1.150 €,50 m²,"2,5"
13391,Köln,500 €,35 m²,"1,5",Köln,750 €,40 m²,"1,5"
13392,Köln,1110 €,82 m²,3,Köln,2.000 €,85 m²,3
13393,Köln,1750 €,85 m²,3,Köln,2.000 €,90 m²,4
13394,Köln,1100 €,104 m²,4,Köln,1.200 €,70 m²,3
13395,Köln,1065 €,70 m²,2,Köln,1.800 €,70 m²,"2,5"
13396,Köln,800 €,60 m²,2,Berlin,2.000 €,60 m²,2
13397,Köln,450 €,60 m²,3,Köln,1.050 €,80 m²,3
13398,Köln,660 €,60 m²,2,Köln,1.200 €,60 m²,1
13399,Köln,477 €,20 m²,1,Köln,550 €,30 m²,1
13400,Köln,900 €,65 m²,"2,5",Köln,1.000 €,70 m²,3
13401,Köln,790 €,87 m²,3,Köln,2.200 €,120 m²,4
13402,Köln,580 €,39 m²,1,Köln,900 €,50 m²,2
13403,Köln,750 €,75 m²,3,Köln,1.200 €,70 m²,"2,5"
13404,Köln,1100 €,90 m²,3,Köln,2.000 €,110 m²,4
13405,Köln,700 €,78 m²,2,Köln,900 €,40 m²,"1,5"
13406,Köln,1000 €,72 m²,3,Kerpen,2.000 €,100 m²,"4,5"
13407,Köln,850 €,63 m²,2,Köln,1.500 €,60 m²,"2,5"
13408,Köln,900 €,80 m²,3,Köln,3.500 €,80 m²,"3,5"
13409,Köln,1125 €,68 m²,3,Köln,1.200 €,80 m²,4
13410,Köln,560 €,46 m²,1,Köln,1.500 €,60 m²,2
