,g-city,g-rent,g-surf,g-rooms,t-city,t-max-rent,t-surf-min,t-rooms
2627,Berlin,412 €,69 m²,3,Berlin,1.000 €,60 m²,"2,5"
2628,Berlin,578 €,75 m²,"2,5",Berlin,720 €,2 m²,2
2629,Berlin,370 €,57 m²,2,Berlin,900 €,50 m²,3
2630,Berlin,1650 €,98 m²,"3,5",Berlin,1.300 €,65 m²,3
2631,Berlin,380 €,35 m²,1,Berlin,900 €,40 m²,2
2632,Berlin,562 €,67 m²,"2,5",Potsdam,700 €,60 m²,"2,5"
2633,Berlin,775 €,85 m²,3,Berlin,600 €,60 m²,2
2634,Berlin,457 €,61 m²,2,Berlin,850 €,70 m²,3
2635,Berlin,724 €,74 m²,3,Berlin,700 €,40 m²,1
2636,Berlin,400 €,65 m²,3,Berlin,1.200 €,80 m²,"3,5"
2637,Berlin,900 €,85 m²,3,Berlin,900 €,35 m²,1
2638,Berlin,1050 €,120 m²,"2,5",Berlin,800 €,60 m²,3
2639,Berlin,1 €,60 m²,2,Berlin,1.200 €,70 m²,3
2640,Berlin,280 €,32 m²,1,Berlin,800 €,45 m²,2
2641,Berlin,739 €,61 m²,3,Berlin,1.500 €,70 m²,3
2642,Berlin,510 €,65 m²,2,Berlin,850 €,65 m²,3
2643,Berlin,980 €,78 m²,3,Berlin,1.000 €,75 m²,3
2644,Berlin,584 €,50 m²,2,Berlin,1.450 €,65 m²,3
2645,Berlin,530 €,69 m²,3,Berlin,1.800 €,60 m²,3
2646,Berlin,960 €,83 m²,3,Berlin,1.600 €,60 m²,2
2647,Berlin,996 €,106 m²,3,Berlin,1.600 €,100 m²,3
2648,Berlin,750 €,63 m²,2,Berlin,900 €,55 m²,3
2649,Berlin,650 €,74 m²,3,Berlin,680 €,45 m²,1
2650,Berlin,899 €,82 m²,3,Berlin,600 €,25 m²,1
2651,Berlin,593 €,78 m²,2,Berlin,900 €,80 m²,3
2652,Berlin,500 €,34 m²,2,Berlin,1.200 €,60 m²,"2,5"
2653,Berlin,840 €,70 m²,2,Berlin,800 €,35 m²,1
2654,Berlin,950 €,83 m²,3,Berlin,1.600 €,60 m²,2
2655,Berlin,578 €,75 m²,3,Berlin,1.100 €,75 m²,3
2656,Berlin,450 €,55 m²,2,430 € | 2 Zi. | 52 m²,454 € | 2 Zi. | 60 m²,450 € | 2 Zi. | 57 m²,N/A
2657,Berlin,547 €,58 m²,2,Berlin,850 €,65 m²,"2,5"
2658,Berlin,540 €,30 m²,1,Berlin,1.300 €,50 m²,2
2659,Berlin,360 €,55 m²,2,Berlin,1.000 €,60 m²,"2,5"
2660,Berlin,438 €,72 m²,3,Berlin,800 €,80 m²,4
2661,Berlin,395 €,53 m²,2,Berlin,1.400 €,70 m²,3
2662,Berlin,1300 €,100 m²,3,Berlin,2.000 €,110 m²,4
2663,Berlin,1021 €,77 m²,3,Berlin,650 €,55 m²,2
2664,Berlin,600 €,71 m²,2,Berlin,700 €,60 m²,2
2665,Berlin,1550 €,118 m²,"3,5",Berlin,2.500 €,140 m²,4
2666,Berlin,900 €,80 m²,3,Berlin,1.200 €,100 m²,"3,5"
2667,Berlin,1350 €,132 m²,5,Berlin,1.200 €,90 m²,3
2668,Berlin,345 €,54 m²,3,Berlin,800 €,70 m²,3
2669,Berlin,700 €,45 m²,2,Berlin,760 €,40 m²,1
2670,Berlin,636 €,59 m²,2,Berlin,1.000 €,80 m²,3
2671,Berlin,498 €,80 m²,3,Berlin,1.200 €,90 m²,4
2672,Berlin,2427 €,220 m²,6,Berlin,600 €,30 m²,2
2673,Berlin,871 €,56 m²,2,Berlin,1.400 €,80 m²,3
2674,Berlin,395 €,50 m²,2,Berlin,1.000 €,50 m²,2
2675,Berlin,470 €,44 m²,1,Berlin,1.000 €,50 m²,2
2676,Berlin,700 €,64 m²,2,Berlin,1.300 €,80 m²,3
2677,Berlin,650 €,60 m²,2,Berlin,1.500 €,70 m²,2
2678,Berlin,600 €,63 m²,2,Potsdam,1.300 €,70 m²,3
2679,Berlin,420 €,49 m²,1,Düsseldorf,1.000 €,50 m²,2
2680,Berlin,1200 €,112 m²,4,Berlin,1.500 €,85 m²,4
2681,Berlin,550 €,80 m²,3,Berlin,1.500 €,70 m²,3
2682,Berlin,350 €,50 m²,2,Berlin,1.000 €,85 m²,3
2683,Berlin,816 €,80 m²,3,Berlin,1.200 €,80 m²,"3,5"
2684,Berlin,999 €,71 m²,3,Hamburg,1.300 €,68 m²,3
2685,Berlin,920 €,72 m²,"2,5",Berlin,1.400 €,85 m²,3
2686,Berlin,681 €,54 m²,2,Berlin,600 €,20 m²,1
2687,Berlin,333 €,52 m²,2,Berlin,850 €,70 m²,"2,5"
2688,Berlin,1200 €,89 m²,3,Berlin,1.200 €,60 m²,2
2689,Berlin,630 €,55 m²,2,Berlin,380 €,35 m²,1
2690,Berlin,714 €,80 m²,3,Berlin,1.100 €,100 m²,4
2691,Berlin,500 €,54 m²,2,Berlin,2.000 €,80 m²,3
2692,Berlin,485 €,60 m²,1,Berlin,1.800 €,70 m²,2
2693,Berlin,919 €,84 m²,3,Berlin,750 €,67 m²,3
2694,Berlin,420 €,54 m²,2,Berlin,1.400 €,30 m²,2
2695,Berlin,380 €,63 m²,2,Berlin,400 €,20 m²,"Balkon/Terrasse, Parkett, Holz/Dielen, Etagenheizung, Zentralheizung"
2696,Berlin,397 €,47 m²,2,Berlin,450 €,45 m²,2
2697,Berlin,360 €,48 m²,"1,5",Berlin,1.100 €,50 m²,2
2698,Berlin,450 €,57 m²,2,Berlin,1.200 €,80 m²,4
2699,Berlin,955 €,83 m²,3,Berlin,2.100 €,100 m²,4
2700,Berlin,369 €,58 m²,3,Berlin,950 €,80 m²,"3,5"
2701,Berlin,630 €,73 m²,3,Berlin,1.300 €,100 m²,4
2702,Berlin,430 €,65 m²,3,Berlin,1.200 €,65 m²,2
2703,Berlin,300 €,59 m²,2,Berlin,500 €,70 m²,3
2704,Berlin,1400 €,116 m²,4,Berlin,1.000 €,80 m²,3
2705,Berlin,500 €,68 m²,2,14197,75 m²,3,500 € | 2 Zi. | 68 m²
2706,Berlin,1500 €,80 m²,"2,5",Berlin,700 €,40 m²,2
2707,Berlin,530 €,75 m²,2,Berlin,1.000 €,75 m²,3
2708,Berlin,750 €,80 m²,3,Berlin,1.200 €,85 m²,3
2709,Berlin,1250 €,73 m²,2,Berlin,1.000 €,50 m²,1
2710,Berlin,508 €,40 m²,1,Berlin,650 €,35 m²,1
2711,Berlin,798 €,76 m²,2,Berlin,1.700 €,85 m²,3
2712,Berlin,400 €,38 m²,1,Berlin,1.000 €,55 m²,"1,5"
2713,Berlin,1278 €,99 m²,"3,5",Berlin,1.200 €,60 m²,2
2714,Berlin,300 €,47 m²,1,Berlin,1.200 €,55 m²,2
2715,Berlin,264 €,36 m²,1,Berlin,700 €,45 m²,2
2716,Berlin,710 €,60 m²,2,Berlin,950 €,45 m²,"1,5"
2717,Berlin,850 €,70 m²,3,Berlin,1.500 €,85 m²,4
2718,Berlin,600 €,94 m²,4,Berlin,800 €,80 m²,3
2719,Berlin,1500 €,141 m²,"4,5",Berlin,1.300 €,80 m²,3
2720,Berlin,561 €,70 m²,2,Berlin,400 €,38 m²,"1,5"
2721,Berlin,997 €,45 m²,2,Berlin,1.300 €,60 m²,"2,5"
2722,Berlin,472 €,56 m²,2,Berlin,1.000 €,50 m²,3
2723,Berlin,599 €,61 m²,3,Berlin,1.000 €,60 m²,2
2724,Berlin,1100 €,86 m²,3,Berlin,2.300 €,95 m²,"3,5"
2725,Berlin,657 €,82 m²,3,Berlin,1.500 €,100 m²,4
2726,Berlin,650 €,63 m²,"2,5",Berlin,400 €,20 m²,1
2727,Berlin,650 €,56 m²,2,München,1.400 €,30 m²,"1,5"
2728,Berlin,860 €,66 m²,2,Berlin,1.600 €,80 m²,3
2729,Berlin,320 €,52 m²,2,Berlin,850 €,70 m²,3
2730,Berlin,700 €,70 m²,2,Berlin,1.500 €,75 m²,"2,5"
2731,Berlin,380 €,78 m²,2,Berlin,1.100 €,100 m²,"3,5"
2732,Berlin,319 €,62 m²,2,Berlin,700 €,100 m²,3
2733,Berlin,539 €,40 m²,"1,5",Berlin,600 €,39 m²,"1,5"
2734,Berlin,1500 €,91 m²,3,Berlin,800 €,40 m²,"1,5"
2735,Berlin,525 €,61 m²,2,Berlin,800 €,70 m²,3
2736,Berlin,1005 €,86 m²,3,Berlin,1.450 €,110 m²,"4,5"
2737,Berlin,780 €,60 m²,3,Berlin,1.500 €,80 m²,3
2738,Berlin,1290 €,95 m²,4,Berlin,600 €,55 m²,3
2739,Berlin,1888 €,118 m²,3,Berlin,1.350 €,50 m²,2
2740,Berlin,430 €,57 m²,2,Berlin,500 €,40 m²,"1,5"
2741,Berlin,760 €,53 m²,2,Berlin,1.000 €,70 m²,3
2742,Berlin,540 €,62 m²,3,Berlin,500 €,35 m²,1
2743,Berlin,350 €,50 m²,2,Berlin,700 €,35 m²,1
2744,Berlin,1154 €,95 m²,3,Berlin,1.000 €,60 m²,2
2745,Berlin,1005 €,75 m²,3,Berlin,1.600 €,90 m²,"3,5"
2746,Berlin,1490 €,104 m²,3,Berlin,1.500 €,70 m²,3
2747,Berlin,457 €,44 m²,2,Berlin,1.300 €,80 m²,3
2748,Berlin,750 €,57 m²,2,Berlin,1.400 €,65 m²,2
2749,Berlin,1260 €,120 m²,4,Berlin,850 €,65 m²,3
2750,Berlin,1150 €,72 m²,3,Potsdam,1.100 €,60 m²,"2,5"
2751,Berlin,650 €,60 m²,2,Berlin,1.000 €,70 m²,2
2752,Berlin,1300 €,84 m²,3,Berlin,1.200 €,70 m²,2
2753,Berlin,850 €,56 m²,3,Berlin,2.000 €,40 m²,"3,5"
2754,Berlin,561 €,55 m²,"1,5",Berlin,1.000 €,60 m²,2
2755,Berlin,670 €,73 m²,3,Berlin,700 €,25 m²,1
2756,Berlin,570 €,44 m²,1,Stuttgart,750 €,45 m²,"1,5"
2757,Berlin,520 €,70 m²,2,Berlin,700 €,60 m²,2
2758,Berlin,430 €,65 m²,"2,5",Berlin,800 €,80 m²,3
2759,Berlin,490 €,54 m²,2,Berlin,650 €,70 m²,3
2760,Berlin,450 €,58 m²,2,Berlin,700 €,50 m²,2
2761,Berlin,350 €,53 m²,2,Berlin,550 €,63 m²,3
2762,Berlin,457 €,60 m²,2,Berlin,1.200 €,95 m²,3
2763,Berlin,780 €,87 m²,3,Berlin,1.400 €,90 m²,3
2764,Berlin,170 €,33 m²,1,Berlin,700 €,40 m²,"1,5"
2765,Berlin,370 €,56 m²,2,Berlin,1.000 €,70 m²,"3,5"
2766,Berlin,400 €,70 m²,3,Berlin,1.500 €,70 m²,3
2767,Berlin,609 €,79 m²,3,Berlin,1.000 €,78 m²,2
2768,Berlin,442 €,65 m²,3,Berlin,990 €,95 m²,4
2769,Berlin,780 €,73 m²,"2,5",Berlin,900 €,80 m²,3
2770,Berlin,1190 €,79 m²,4,Berlin,900 €,60 m²,2
2771,Berlin,466 €,65 m²,3,Berlin,1.400 €,80 m²,3
2772,Berlin,700 €,73 m²,2,Berlin,900 €,50 m²,"1,5"
2773,Berlin,600 €,65 m²,2,Berlin,1.100 €,65 m²,"2,5"
2774,Berlin,450 €,35 m²,"1,5",Berlin,2.000 €,40 m²,2
2775,Berlin,1300 €,105 m²,"2,5",Berlin,1.400 €,100 m²,"3,5"
2776,Berlin,1300 €,90 m²,2,Berlin,1.800 €,90 m²,2
2777,Berlin,1700 €,76 m²,2,Berlin,3.000 €,90 m²,"2,5"
2778,Berlin,1450 €,120 m²,3,Berlin,1.000 €,60 m²,2
2779,Berlin,700 €,77 m²,3,Berlin,900 €,85 m²,3
2780,Berlin,615 €,68 m²,2,Berlin,700 €,50 m²,"1,5"
2781,Berlin,300 €,43 m²,1,Berlin,900 €,50 m²,2
2782,Berlin,500 €,45 m²,1,Berlin,700 €,25 m²,1
2783,Berlin,332 €,55 m²,2,Köln,600 €,40 m²,"1,5"
2784,Berlin,375 €,34 m²,1,Berlin,1.150 €,60 m²,2
2785,Berlin,612 €,58 m²,2,Berlin,1.800 €,80 m²,3
2786,Berlin,450 €,50 m²,2,Berlin,500 €,20 m²,1
2787,Berlin,720 €,80 m²,3,Berlin,1.600 €,80 m²,3
2788,Berlin,760 €,54 m²,2,Berlin,1.500 €,60 m²,2
2789,Berlin,254 €,39 m²,2,Berlin,1.000 €,65 m²,3
2790,Berlin,889 €,63 m²,2,Berlin,650 €,40 m²,1
2791,Berlin,1350 €,104 m²,4,Berlin,600 €,48 m²,"1,5"
2792,Berlin,1000 €,73 m²,2,Berlin,2.000 €,80 m²,2
2793,Berlin,700 €,52 m²,2,Berlin,1.200 €,60 m²,3
2794,Berlin,598 €,50 m²,2,Berlin,750 €,40 m²,1
2795,Berlin,1250 €,70 m²,3,Berlin,900 €,30 m²,1
2796,Berlin,480 €,60 m²,2,Berlin,1.500 €,65 m²,"2,5"
2797,Berlin,400 €,55 m²,2,Berlin,600 €,60 m²,3
2798,Berlin,580 €,54 m²,2,Berlin,1.000 €,80 m²,3
2799,Berlin,700 €,90 m²,3,Berlin,1.900 €,100 m²,4
2800,Berlin,500 €,35 m²,1,Berlin,1.500 €,80 m²,3
2801,Berlin,510 €,53 m²,2,Berlin,1.100 €,70 m²,3
2802,Berlin,550 €,70 m²,2,Berlin,1.200 €,30 m²,1
2803,Berlin,330 €,65 m²,3,Berlin,750 €,75 m²,4
2804,Berlin,650 €,86 m²,4,Berlin,850 €,80 m²,4
2805,Berlin,564 €,55 m²,2,Berlin,1.100 €,60 m²,3
2806,Berlin,450 €,65 m²,2,Berlin,2.000 €,90 m²,3
2807,Berlin,1500 €,62 m²,2,München,1.800 €,70 m²,3
2808,Berlin,458 €,72 m²,"2,5",Berlin,700 €,80 m²,"3,5"
2809,Berlin,375 €,58 m²,2,Berlin,600 €,77 m²,3
2810,Berlin,800 €,92 m²,3,Berlin,1.100 €,80 m²,3
2811,Berlin,638 €,107 m²,4,Berlin,700 €,75 m²,"2,5"
2812,Berlin,888 €,82 m²,2,Berlin,800 €,60 m²,2
2813,Berlin,451 €,45 m²,2,Berlin,650 €,50 m²,1
2814,Berlin,569 €,55 m²,2,Berlin,700 €,60 m²,2
2815,Berlin,568 €,63 m²,2,Berlin,1.100 €,70 m²,"2,5"
2816,Berlin,1300 €,115 m²,4,Berlin,2.000 €,90 m²,4
2817,Berlin,650 €,57 m²,2,Berlin,1.500 €,70 m²,2
2818,Berlin,2200 €,120 m²,3,Berlin,2.000 €,1.500 m²,1
2819,Berlin,1400 €,98 m²,3,Berlin,1.400 €,50 m²,"1,5"
2820,Berlin,400 €,60 m²,2,Berlin,1.500 €,70 m²,3
2821,Berlin,550 €,62 m²,2,Berlin,850 €,50 m²,2
2822,Berlin,740 €,60 m²,2,Berlin,1.500 €,70 m²,3
2823,Berlin,465 €,52 m²,2,Hamburg,800 €,50 m²,2
2824,Berlin,360 €,39 m²,1,München,700 €,50 m²,2
2825,Berlin,700 €,58 m²,2,Berlin,900 €,55 m²,2
2826,Berlin,2150 €,96 m²,3,Berlin,2.000 €,80 m²,3
2827,Berlin,1380 €,68 m²,3,Köln,1.800 €,60 m²,"2,5"
2828,Berlin,760 €,72 m²,"3,5",Berlin,1.000 €,75 m²,3
2829,Berlin,490 €,66 m²,"1,5",Berlin,800 €,40 m²,1
2830,Berlin,750 €,95 m²,4,Berlin,1.200 €,70 m²,3
2831,Berlin,849 €,55 m²,2,Berlin,1.300 €,75 m²,3
2832,Berlin,750 €,62 m²,2,Berlin,1.200 €,50 m²,2
2833,Berlin,639 €,85 m²,3,Berlin,500 €,60 m²,2
2834,Berlin,1450 €,89 m²,3,Berlin,2.000 €,40 m²,"1,5"
2835,Berlin,480 €,60 m²,2,Berlin,1.200 €,60 m²,2
2836,Berlin,450 €,67 m²,3,Berlin,800 €,90 m²,"3,5"
2837,Berlin,450 €,75 m²,3,Berlin,800 €,40 m²,"1,5"
2838,Berlin,985 €,130 m²,3,Berlin,985 €,95 m²,4
2839,Berlin,439 €,58 m²,1,Berlin,1.500 €,70 m²,2
2840,Berlin,354 €,55 m²,2,Berlin,500 €,52 m²,2
2841,Berlin,1323 €,115 m²,3,München,2.000 €,80 m²,3
2842,Berlin,500 €,50 m²,2,Berlin,300 €,20 m²,1
2843,Berlin,1140 €,48 m²,2,Berlin,1.800 €,75 m²,"1,5"
2844,Berlin,835 €,70 m²,"2,5",Berlin,1.200 €,50 m²,2
2845,Berlin,740 €,95 m²,"3,5",Berlin,500 €,50 m²,2
2846,Berlin,500 €,64 m²,2,Berlin,1.100 €,80 m²,"2,5"
2847,Berlin,850 €,80 m²,2,Berlin,2.300 €,80 m²,"3,5"
2848,Berlin,409 €,58 m²,"1,5",Berlin,900 €,70 m²,3
2849,Berlin,620 €,60 m²,2,Berlin,1.800 €,80 m²,3
2850,Berlin,600 €,65 m²,2,Berlin,700 €,50 m²,2
2851,Berlin,335 €,52 m²,2,Berlin,1.300 €,70 m²,3
2852,Berlin,350 €,37 m²,1,Hamburg,1.000 €,30 m²,1
2853,Berlin,583 €,62 m²,2,Berlin,1.700 €,90 m²,"3,5"
2854,Berlin,445 €,45 m²,1,Berlin,600 €,48 m²,2
2855,Berlin,550 €,50 m²,2,Berlin,1.000 €,70 m²,"2,5"
2856,Berlin,1110 €,100 m²,3,Berlin,1.100 €,120 m²,4
2857,Berlin,495 €,70 m²,2,Berlin,800 €,60 m²,2
2858,Berlin,389 €,42 m²,1,Berlin,800 €,50 m²,2
2859,Berlin,470 €,53 m²,2,Berlin,500 €,15 m²,1
2860,Berlin,483 €,60 m²,2,Berlin,800 €,60 m²,"2,5"
2861,Berlin,1000 €,70 m²,2,Berlin,1.000 €,55 m²,2
2862,Berlin,620 €,64 m²,2,Berlin,650 €,55 m²,"1,5"
2863,Berlin,420 €,42 m²,1,Berlin,850 €,50 m²,"1,5"
2864,Berlin,2150 €,87 m²,4,Berlin,2.000 €,85 m²,"3,5"
2865,Berlin,1400 €,60 m²,"2,5",Hamburg,1.300 €,30 m²,1
2866,Berlin,1600 €,115 m²,3,Berlin,1.800 €,100 m²,3
2867,Berlin,450 €,60 m²,3,Berlin,900 €,80 m²,3
2868,Berlin,770 €,65 m²,2,Berlin,1.800 €,70 m²,3
2869,Berlin,567 €,38 m²,2,Berlin,1.000 €,40 m²,2
2870,Berlin,800 €,120 m²,"4,5",Berlin,800 €,75 m²,"3,5"
2871,Berlin,480 €,58 m²,"2,5",Berlin,1.100 €,75 m²,3
2872,Berlin,950 €,76 m²,3,Berlin,1.300 €,95 m²,3
2873,Berlin,430 €,40 m²,1,Berlin,1.000 €,70 m²,2
2874,Berlin,1054 €,91 m²,"3,5",Berlin,1.200 €,70 m²,3
2875,Berlin,700 €,68 m²,2,Berlin,1.200 €,75 m²,"2,5"
2876,Berlin,480 €,54 m²,2,Berlin,1.200 €,60 m²,3
2877,Berlin,610 €,60 m²,2,Berlin,2.000 €,80 m²,4
2878,Berlin,673 €,35 m²,"1,5",Berlin,900 €,50 m²,1
2879,Berlin,1000 €,65 m²,2,Berlin,1.100 €,50 m²,2
2880,Berlin,428 €,34 m²,"1,5",Köln,440 €,34 m²,"1,5"
2881,Berlin,800 €,55 m²,1,München,1.300 €,50 m²,2
2882,Berlin,700 €,72 m²,3,Berlin,2.000 €,80 m²,3
2883,Berlin,750 €,86 m²,3,Berlin,750 €,110 m²,"4,5"
2884,Berlin,660 €,59 m²,2,Berlin,1.000 €,50 m²,2
2885,Berlin,745 €,72 m²,2,Darmstadt,1.300 €,70 m²,2
2886,Berlin,400 €,44 m²,"1,5",Heidelberg,1.000 €,nicht angegeben,1
2887,Berlin,490 €,42 m²,1,Berlin,700 €,45 m²,"1,5"
2888,Berlin,800 €,89 m²,"3,5",Berlin,1.500 €,90 m²,4
2889,Berlin,566 €,92 m²,"4,5",Berlin,100 €,45 m²,2
2890,Berlin,1200 €,100 m²,"3,5",Berlin,600 €,50 m²,2
2891,Berlin,540 €,65 m²,"2,5",Berlin,800 €,65 m²,"2,5"
2892,Berlin,1060 €,65 m²,2,Berlin,600 €,40 m²,1
2893,Berlin,1500 €,150 m²,5,Berlin,1.800 €,140 m²,5
2894,Berlin,390 €,36 m²,1,Berlin,400 €,45 m²,"1,5"
2895,Berlin,617 €,65 m²,"2,5",Berlin,1.100 €,80 m²,"3,5"
2896,Berlin,483 €,77 m²,3,Berlin,1.000 €,85 m²,4
2897,Berlin,640 €,45 m²,1,Berlin,800 €,30 m²,"1,5"
2898,Berlin,700 €,79 m²,3,10823,90 m²,3,700 € | 3 Zi. | 82 m²
2899,Berlin,920 €,98 m²,3,Berlin,950 €,85 m²,4
2900,Berlin,600 €,78 m²,"2,5",Berlin,1.400 €,85 m²,3
2901,Berlin,800 €,63 m²,2,Berlin,1.500 €,60 m²,3
2902,Berlin,380 €,44 m²,"1,5",Berlin,900 €,70 m²,"1,5"
2903,Berlin,900 €,65 m²,"2,5",Köln,1.500 €,80 m²,3
2904,Berlin,930 €,70 m²,2,Berlin,850 €,45 m²,2
2905,Berlin,730 €,73 m²,2,Berlin,1.500 €,60 m²,"2,5"
2906,Berlin,1200 €,100 m²,"3,5",München,2.000 €,60 m²,2
2907,Berlin,599 €,85 m²,3,Berlin,700 €,45 m²,2
2908,Berlin,530 €,67 m²,"2,5",Berlin,750 €,80 m²,4
2909,Berlin,1080 €,89 m²,4,Berlin,1.800 €,90 m²,4
2910,Berlin,600 €,75 m²,3,Berlin,1.300 €,80 m²,3
2911,Berlin,606 €,61 m²,2,Konstanz,1.500 €,55 m²,"1,5"
2912,Berlin,350 €,72 m²,2,Berlin,2.000 €,75 m²,3
2913,Berlin,550 €,45 m²,2,Berlin,900 €,55 m²,2
2914,Berlin,900 €,61 m²,2,Berlin,2.000 €,75 m²,"3,5"
2915,Berlin,500 €,80 m²,2,Berlin,700 €,65 m²,2
2916,Berlin,550 €,49 m²,2,Berlin,1.200 €,70 m²,"2,5"
2917,Berlin,772 €,56 m²,2,Berlin,1.200 €,70 m²,3
2918,Berlin,445 €,28 m²,1,Berlin,1.700 €,60 m²,2
2919,Berlin,560 €,75 m²,"2,5",Berlin,600 €,35 m²,1
2920,Berlin,227 €,35 m²,1,Berlin,500 €,40 m²,1
2921,Berlin,504 €,69 m²,3,Berlin,1.000 €,70 m²,"3,5"
2922,Berlin,396 €,37 m²,1,Berlin,1.500 €,40 m²,2
2923,Berlin,1291 €,103 m²,4,Berlin,1.000 €,50 m²,2
2924,Berlin,629 €,70 m²,2,Berlin,900 €,60 m²,3
2925,Berlin,680 €,55 m²,2,Berlin,450 €,40 m²,1
2926,Berlin,645 €,85 m²,3,Berlin,1.500 €,60 m²,2
2927,Berlin,1200 €,120 m²,4,Berlin,700 €,50 m²,2
2928,Berlin,980 €,115 m²,4,Berlin,1.800 €,140 m²,4
2929,Berlin,609 €,80 m²,2,Berlin,1.400 €,85 m²,3
2930,Berlin,330 €,43 m²,"1,5",Berlin,700 €,50 m²,"2,5"
2931,Berlin,900 €,90 m²,3,Berlin,1.800 €,100 m²,3
2932,Berlin,360 €,44 m²,"1,5",Berlin,450 €,24 m²,1
2933,Berlin,500 €,53 m²,2,Berlin,1.500 €,100 m²,4
2934,Berlin,624 €,60 m²,2,Berlin,1.500 €,70 m²,3
2935,Berlin,450 €,62 m²,2,Berlin,800 €,50 m²,2
2936,Berlin,557 €,46 m²,1,Berlin,1.000 €,55 m²,2
2937,Berlin,350 €,49 m²,2,Berlin,1.000 €,80 m²,3
2938,Berlin,900 €,45 m²,"1,5",Berlin,900 €,65 m²,2
2939,Berlin,555 €,55 m²,2,Berlin,1.200 €,75 m²,3
2940,Berlin,520 €,50 m²,2,Berlin,1.100 €,70 m²,3
2941,Berlin,454 €,45 m²,"1,5",Berlin,900 €,50 m²,2
2942,Berlin,420 €,60 m²,2,Berlin,700 €,65 m²,3
2943,Berlin,270 €,37 m²,1,Berlin,600 €,50 m²,2
2944,Berlin,620 €,52 m²,2,Berlin,1.200 €,70 m²,3
2945,Berlin,437 €,39 m²,1,Berlin,1.500 €,70 m²,1
2946,Berlin,990 €,90 m²,3,Berlin,1.750 €,95 m²,4
2947,Berlin,690 €,69 m²,2,Berlin,1.000 €,70 m²,"2,5"
2948,Berlin,690 €,101 m²,3,Berlin,900 €,100 m²,4
2949,Berlin,550 €,65 m²,2,Berlin,1.000 €,30 m²,1
2950,Berlin,945 €,99 m²,3,Berlin,1.100 €,85 m²,3
2951,Berlin,457 €,74 m²,4,München,1.200 €,70 m²,3
2952,Berlin,460 €,56 m²,2,Berlin,1.200 €,50 m²,"2,5"
2953,Berlin,550 €,50 m²,2,Berlin,1.700 €,60 m²,2
2954,Berlin,650 €,80 m²,3,Berlin,1.000 €,80 m²,"2,5"
2955,Berlin,290 €,40 m²,1,Berlin,1.600 €,50 m²,2
2956,Berlin,1050 €,84 m²,3,Berlin,2.000 €,90 m²,4
2957,Berlin,1080 €,65 m²,2,Berlin,1.200 €,80 m²,4
2958,Berlin,479 €,70 m²,3,Berlin,600 €,50 m²,2
2959,Berlin,410 €,41 m²,2,Berlin,800 €,40 m²,2
2960,Berlin,411 €,41 m²,1,Berlin,1.100 €,70 m²,"2,5"
2961,Berlin,682 €,78 m²,2,Berlin,450 €,40 m²,2
2962,Berlin,640 €,57 m²,2,Berlin,1.800 €,85 m²,4
2963,Berlin,650 €,75 m²,"2,5",Berlin,1.000 €,80 m²,3
2964,Berlin,670 €,59 m²,2,Berlin,1.200 €,70 m²,3
2965,Berlin,750 €,70 m²,3,Berlin,700 €,60 m²,"2,5"
2966,Berlin,850 €,65 m²,2,Berlin,1.100 €,50 m²,2
2967,Berlin,2000 €,90 m²,3,Berlin,2.000 €,80 m²,3
2968,Berlin,760 €,60 m²,2,Berlin,500 €,30 m²,1
2969,Berlin,780 €,80 m²,2,Berlin,900 €,50 m²,2
2970,Berlin,317 €,45 m²,2,Berlin,450 €,50 m²,2
2971,Berlin,540 €,43 m²,2,Berlin,1.600 €,75 m²,"2,5"
2972,Berlin,670 €,50 m²,"1,5",Berlin,5.000 €,15 m²,2
2973,Berlin,788 €,75 m²,3,Berlin,600 €,55 m²,2
2974,Berlin,517 €,58 m²,2,Berlin,950 €,80 m²,3
2975,Berlin,518 €,55 m²,2,Berlin,1.500 €,70 m²,3
2976,Berlin,450 €,53 m²,2,Berlin,500 €,37 m²,"1,5"
2977,Berlin,515 €,45 m²,2,Berlin,650 €,45 m²,2
2978,Berlin,660 €,64 m²,2,Berlin,2.000 €,60 m²,3
2979,Berlin,420 €,45 m²,2,Berlin,2.000 €,70 m²,1
2980,Berlin,451 €,66 m²,3,Berlin,500 €,35 m²,2
2981,Berlin,512 €,65 m²,3,Berlin,950 €,79 m²,"3,5"
2982,Berlin,1300 €,102 m²,"3,5",Berlin,2.600 €,100 m²,"3,5"
2983,Berlin,480 €,40 m²,1,Berlin,850 €,35 m²,"1,5"
2984,Berlin,410 €,31 m²,1,Berlin,1.200 €,50 m²,2
2985,Berlin,430 €,49 m²,2,Berlin,890 €,40 m²,"1,5"
2986,Berlin,700 €,50 m²,2,Wien,800 €,40 m²,1
2987,Berlin,750 €,70 m²,2,Berlin,2.000 €,90 m²,3
2988,Berlin,450 €,46 m²,1,Berlin,650 €,40 m²,1
2989,Berlin,1200 €,46 m²,2,Berlin,1.000 €,40 m²,1
2990,Berlin,840 €,52 m²,2,Berlin,1.000 €,45 m²,"1,5"
2991,Berlin,1350 €,90 m²,3,Berlin,2.000 €,100 m²,"3,5"
2992,Berlin,900 €,67 m²,2,Berlin,2.000 €,60 m²,2
2993,Berlin,590 €,70 m²,2,Berlin,600 €,40 m²,2
2994,Berlin,884 €,65 m²,3,Berlin,1.000 €,50 m²,"2,5"
